Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,Publisher,MeSH terms,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
100,pub.1113967642,10.1163/24523666-00401004,,,Chronicle of the Governors’ Association: an Investigation into the Resilience and Longevity of the Co-operative Structure of the Communal Sickness Fund ‘To Our Avail’,"The project, Chronicle of the Governors’ Association is a combined history and anthropological field research project investigating the sustainability of a so-called ‘Institution for Collective Action’ in The Netherlands. The co-operative association, known as the ‘Governor’s’ Association’ or ‘To Our Avail’, acts as a sickness fund for male entrepreneurs, and is an expression of such an institution. Research into the functionality of this particular association was undertaken by the author during the years 2015–2016, with support from the University of Utrecht. By examining the history, background and workings of this 110-year-old co-operative sickness fund through collating data from many different sources, he identified the qualities that have ensured the long-term existence of this type of commons. The resulting archived data collection underpins the findings of this research.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2019,,,4,1,39-54,All OA; Gold,Article,"de Jager, Erik J.","de Jager, Erik J. (Stichting Reis van de Razzia (Foundation Journey of the Razzia) info@erikjdejager.nl)",,"de Jager, Erik J. ()",,,,,,,,,,,0,0,,0.0,3,https://brill.com/downloadpdf/journals/rdj/4/1/article-p39_39.pdf,https://app.dimensions.ai/details/publication/pub.1113967642,2103 Historical Studies; 21 History and Archaeology,,,,,,,,D28 History,
100,pub.1113189169,10.1163/24523666-00401003,,,"Data Atlas of Byzantine and Ottoman Material Culture: Archiving Medieval and Post-Medieval Archaeological Fieldwork Data from the Eastern Mediterranean (600–2000 ad), Phase 1","This Data Atlas of Byzantine and Ottoman Material Culture involves the archiving, storing and making accessible of Medieval and Post-Medieval data from several archaeological missions in the eastern Mediterranean (period 600–2000 ad ). The data mainly originate from pottery studies carried out during excavations in four major urban centres and during two surface surveys in their respective surroundings. The urban sites are Butrint in southern Albania, Athens in central Greece, Ephesus in western Turkey and Tarsus in eastern Turkey, the material culture of which is studied in relation to archaeological finds from rural settlements and towns in their hinterlands (e.g., Aetolia, Boeotia).",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2019,,,4,1,27-38,All OA; Gold,Article,"Vroom, J.A.C.","Vroom, J.A.C. (Faculty of Archaeology, Leiden University, Netherlands, j.a.c.vroom@arch.leidenuniv.nl)",,"Vroom, J.A.C. (Leiden University)",Leiden University,grid.5132.5,Leiden,,Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/4/1/article-p27_27.pdf,https://app.dimensions.ai/details/publication/pub.1113189169,2101 Archaeology; 21 History and Archaeology,,,,,,,,C15 Archaeology,
100,pub.1113189168,10.1163/24523666-00401002,,,Helping Citizens to Locate Political Parties in the Policy Space: a Dataset for the 2014 elections to the European Parliament,"The authors present a dataset that contains the positions of 231 political parties across 28 countries on 30 policy issues that were considered salient for the 2014 elections to the European Parliament. The party position estimates were originally used in a voter information tool which compared the policy preferences of citizens to those of political parties. The paper discusses the estimation method in the context of the literature on estimating party positions, outlines the coding methodology, and introduces the value of the dataset for third-party users interested in studying political participation and representation.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2019,,,4,1,13-26,All OA; Gold,Article,"Gemenis, Kostas; Mendez, Fernando; Wheatley, Jonathan","Gemenis, Kostas (Max Planck Institute for the Study of Societies, Cologne, Germany, gemenis@mpifg.de); Mendez, Fernando (University of Zurich, Switzerland, fernando.mendez@uzh.ch); Wheatley, Jonathan (Oxford Brookes University, UK, jwheatley@brookes.ac.uk)",,"Gemenis, Kostas (Max Planck Institute for the Study of Societies); Mendez, Fernando (University of Zurich); Wheatley, Jonathan (Oxford Brookes University)",Max Planck Institute for the Study of Societies; University of Zurich; Oxford Brookes University,grid.461792.f; grid.7400.3; grid.7628.b,Cologne; Zurich; Oxford,; ; Oxfordshire,Germany; Switzerland; United Kingdom,,,,,,2,1,,1.8,3,https://brill.com/downloadpdf/journals/rdj/4/1/article-p13_13.pdf,https://app.dimensions.ai/details/publication/pub.1113189168,1606 Political Science; 1605 Policy and Administration; 16 Studies in Human Society,,,,,,,,C19 Politics and International Studies,
100,pub.1113189167,10.1163/24523666-00401001,,,A Society Coming out of Conflict: Reflecting on 20 Years of Recording Public Attitudes with the Northern Ireland Life and Times Survey,"Annual public attitudes surveys are important tools for researchers, policy makers, academics, the media and the general public, as they allow us to track how – or if – public attitudes change over time. This is particularly pertinent in a society coming out of conflict. This article highlights the background to the creation of the Northern Ireland Life and Times Survey in 1998, including its links to previous survey research. Given the political changes after the Good Friday/Belfast Agreement in 1998, the challenge was to create a new annual survey that recorded public attitudes over time to key social issues pertinent to Northern Ireland’s social policy context. 2018 marks the 20th anniversary of the survey’s foundation, as well as the 20th anniversary of the Agreement. Thus, it is timely to reflect on the survey’s history and impact.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2019,,,4,1,1-12,All OA; Gold,Article,"Devine, Paula; Robinson, Gillian","Devine, Paula (ark, Queen’s University Belfast, UK, p.devine@qub.ac.uk); Robinson, Gillian (ark, Ulster University, UK, gm.robinson@ulster.ac.uk)",,"Devine, Paula (Queen's University Belfast); Robinson, Gillian (University of Ulster)",University of Ulster; Queen's University Belfast,grid.12641.30; grid.4777.3,Coleraine; Belfast,; ,United Kingdom; United Kingdom,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/4/1/article-p1_1.pdf,https://app.dimensions.ai/details/publication/pub.1113189167,1606 Political Science; 1605 Policy and Administration; 1608 Sociology; 16 Studies in Human Society,,Generic health relevance,,,,,,C21 Sociology,"16 Peace, Justice and Strong Institutions"
100,pub.1120491454,10.5334/johd.11,,,Data from ‘The Dative Alternation Revisited: Fresh Insights from Contemporary British Spoken Data’,"The dataset covers the so-called “dative alternation”. The dative alternation (also referred to as the ditransitive or double-object construction) refers to parallel constructions that have broadly similar meaning but different syntax:i. he gave it to the board”ii. “I gave her my old one”In i., the verb “give” takes a noun phrase (the pronoun “it”) and a prepositional phrase as arguments (“to the board”), while in ii. the verb takes two noun phrases (“her” and “my old one”) as arguments. In the dataset, we refer to i) as “VNPP” and ii) as “VNN”. We refer to the indirect object role as “recipient” (“her” in i. and “the board” in ii.) and the direct object as “theme” (“it” in i. and “my old one” in ii.).The dataset was collected from the Early-Access Subset (EAS) of the Spoken British National Corpus 2014 [1] for use in a sociolinguistic study of competing linguistic constructions [2]. The corpus is now publicly available via CQPweb at https://cqpweb.lancs.ac.uk/bnc2014spoken.The dative alternation is a topic of active research in linguistics, but few studies have made datasets available. Meta-studies, creation of specialised NLP tools, and comparisons of results will benefit from better access to this dataset.",,Journal of Open Humanities Data,,Ubiquity Press,,2019,,2019,5,1,,All OA; Gold,Article,"Jenset, Gard B.; McGillivray, Barbara","Jenset, Gard B. (Independent researcher); McGillivray, Barbara (The Alan Turing Institute/University of Cambridge)",,"Jenset, Gard B. (); McGillivray, Barbara (University of Cambridge)",University of Cambridge,grid.5335.0,Cambridge,,United Kingdom,,,,,,0,0,,0.0,3,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.11/galley/19/download/,https://app.dimensions.ai/details/publication/pub.1120491454,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,D26 Modern Languages and Linguistics,
100,pub.1112564644,10.1163/24523666-01000013,,,The Diorisis Ancient Greek Corpus,"Related data set “Diorisis Ancient Greek Corpus” with DOI https://www.doi.org/10.6084/m9.figshare.6187256 in repository “figshare”. The Diorisis Ancient Greek Corpus is a digital collection of ancient Greek texts (from Homer to the early fifth century AD) compiled for linguistic analyses, and specifically with the purpose of developing a computational model of semantic change in Ancient Greek. The corpus consists of 820 texts sourced from open access digital libraries. The texts have been automatically enriched with morphological information for each word. The automatic assignment of words to the correct dictionary entry (lemmatization) has been disambiguated with the implementation of a part-of-speech tagger (a computer programme that may select the part of speech to which an ambiguous word belongs).",This work was supported by The Alan Turing Institute under the EPSRC grant EP/N510129/1 and the seed funding grant SF042.,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2018,2018-10-31,,3,1,0-0,All OA; Gold,Article,"Vatri, A.; McGillivray, B.","Vatri, A. (The Alan Turing Institute & University of Oxford, UK, alessandro.vatri@wolfson.ox.ac.uk); McGillivray, B. (The Alan Turing Institute & University of Cambridge, UK, bm517@cam.ac.uk)",,"Vatri, A. (); McGillivray, B. ()",,,,,,Engineering and Physical Sciences Research Council,cOAlition S; UKRI - UK Research and Innovation,United Kingdom,grant.4576507,EP/N510129/1,4,4,,2.78,16,https://doi.org/10.1163/24523666-01000013,https://app.dimensions.ai/details/publication/pub.1112564644,"2004 Linguistics; 0801 Artificial Intelligence and Image Processing; 20 Language, Communication and Culture; 08 Information and Computing Sciences",,,,,,,,D29 Classics,
100,pub.1107246580,10.1163/24523666-01000012,,,City Musicscapes,"Related data set “City Musicscapes” with URL www.dataverse.nl/dataverse/musicscapes in repository “DataverseNL”. What kinds of live music are available to the citizens of the cities of Groningen and Utrecht? That is the main question in two research projects, of which the databases have been made accessible in the Dataverse City Musicscapes (Lelieveldt & Bisschop Boele, 2018). At first sight databases of statistical research offices provide researchers with clear data about the number of venues and concerts and the participation of audiences (Gemeente Utrecht 2017, Van den Broek 2014). When looking closer we find that in these statistics only the regular (and mainly publicly funded) music venues are included. The authors’ projects show that a substantial part (53–60%) of live music concerts take place on non-regular locations, such as cafés, restaurants, clubs, churches, shopping malls and in open air. They developed a research tool to be able to draw a map of the musical landscape of a city (Musicscape). In this article we will reflect on the goals, research methods, datasets and some results from analysing our datasets. We hope this contributes to the discussion with scholars, music producers and policy makers about the added value of the concept of Musicscapes for the understanding of cultural participation, music performing practices and cultural policies.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2018,2018-09-24,,3,1,0-0,All OA; Gold,Article,"Lelieveldt, Philomeen; Boele, Evert H. Bisschop","Lelieveldt, Philomeen (Utrecht University, Netherlands, p.lelieveldt@uu.nl); Boele, Evert H. Bisschop (Erasmus University Rotterdam & Hanze University of Applied Sciences Groningen, Netherlands, e.h.bisschop.boele@pl.hanze.nl)",,"Lelieveldt, Philomeen (Utrecht University); Boele, Evert H. Bisschop ()",Utrecht University,grid.5477.1,Utrecht,Utrecht,Netherlands,,,,,,1,1,,3.43,1,https://brill.com/downloadpdf/journals/rdj/3/1/article-p42_42.pdf,https://app.dimensions.ai/details/publication/pub.1107246580,19 Studies in Creative Arts and Writing; 1904 Performing Arts and Creative Writing,,Generic health relevance,,,,,,"D33 Music, Drama, Dance, Performing Arts, Film and Screen Studies",
100,pub.1105955413,10.1163/24523666-01000011,,,Coding the Hebrew Bible,"Related data set “BHSA” with URL http://doi.org/10.5281/zenodo.1302798 in repository “Zenodo”. The text of the Hebrew Bible is a subject of ongoing study in disciplines ranging from theology to linguistics to history to computing science. In order to study the text digitally, one has to represent it in bits and bytes, together with related materials. The author has compiled a dataset, called BHSA (Biblia Hebraica Stuttgartensia (Amstelodamensis)), consisting of the textual source of the Hebrew Bible according to the Biblia Hebraica Stuttgartensia (BHS), and annotations by the Eep Talstra Centre for Bible and Computer. This dataset powers the website SHEBANQ and others, and is being used in education and research. The author has developed a Python package, Text-Fabric, to process ancient texts together with annotations. He shows how Text-Fabric can be used to process the BHSA. This includes creating new research data alongside it, and sharing it. Text-Fabric also supports versioning: as versions of the BHSA change over time, and people invest a lot in applications based on the data, measures are needed to prevent the loss of earlier results.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2018,2018-07-30,,3,1,0-0,All OA; Gold,Article,"Roorda, Dirk","Roorda, Dirk (Data Archiving and Networked Services (DANS), Royal Netherlands Academy of Arts and Sciences (KNAW), The Hague, Netherlands, dirk.roorda@dans.knaw.nl)",,"Roorda, Dirk (Data Archiving and Networked Services)",Data Archiving and Networked Services,grid.500519.8,The Hague,,Netherlands,,,,,,0,0,,0.0,4,https://brill.com/downloadpdf/journals/rdj/3/1/article-p27_27.pdf,https://app.dimensions.ai/details/publication/pub.1105955413,"2005 Literary Studies; 20 Language, Communication and Culture",,,,,,,,D31 Theology and Religious Studies,
100,pub.1105955412,10.1163/24523666-01000010,,,Improving Access to the Dutch Historical Censuses with Linked Open Data,"Related data set “Dutch Historical Censuses” with URL www.doi.org/10.17026/dans-xpk-wj5w in repository “DANS”. The Dutch Historical Censuses (1795–1971) contain statistics that describe almost two centuries of History in the Netherlands. These censuses were conducted once every 10 years (with some exceptions) from 1795 to 1971. Researchers have used its wealth of demographic, occupational, and housing information to answer fundamental questions in social economic history. However, accessing these data has traditionally been a time consuming and knowledge intensive task. In this paper, we describe the outcomes of the CEDAR project, which make access to the digitized assets of the Dutch Historical Censuses easier, faster, and more reliable. This is achieved by using the data publishing paradigm of Linked Data from the Semantic Web. We use a digitized sample of 2,288 census tables to produce a linked dataset of more than 6.8 million statistical observations. The dataset is modeled using the RDF Data Cube, Open Annotation, and PROV vocabularies. The contributions of representing this dataset as Linked Data are: (1) a uniform database interface for efficient querying of census data; (2) a standardized and reproducible data harmonization workflow; and (3) an augmentation of the dataset through richer connections to related resources on the Web.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2018,2018-07-30,,3,1,0-0,All OA; Gold,Article,"Meroño-Peñuela, Albert; Ashkpour, Ashkan; Gilissen, Valentijn; Jonker, Jan; Vreugdenhil, Tom; Doorn, Peter","Meroño-Peñuela, Albert (Vrije Universiteit Amsterdam, Netherlands, albert.merono@vu.nl); Ashkpour, Ashkan (International Institute of Social History (IISH), Amsterdam, Netherlands, ashkan.ashkpour@iisg.nl); Gilissen, Valentijn (Data Archiving and Networked Services (DANS), Royal Netherlands Academy of Arts and Sciences (KNAW), The Hague, Netherlands, valentijn.gilissen@dans.knaw.nl, jan.jonker@dans.knaw.nl, tom.vreugdenhil@dans.knaw.nl, peter.doorn@dans.knaw.nl); Jonker, Jan (Data Archiving and Networked Services (DANS), Royal Netherlands Academy of Arts and Sciences (KNAW), The Hague, Netherlands, valentijn.gilissen@dans.knaw.nl, jan.jonker@dans.knaw.nl, tom.vreugdenhil@dans.knaw.nl, peter.doorn@dans.knaw.nl); Vreugdenhil, Tom (Data Archiving and Networked Services (DANS), Royal Netherlands Academy of Arts and Sciences (KNAW), The Hague, Netherlands, valentijn.gilissen@dans.knaw.nl, jan.jonker@dans.knaw.nl, tom.vreugdenhil@dans.knaw.nl, peter.doorn@dans.knaw.nl); Doorn, Peter (Data Archiving and Networked Services (DANS), Royal Netherlands Academy of Arts and Sciences (KNAW), The Hague, Netherlands, valentijn.gilissen@dans.knaw.nl, jan.jonker@dans.knaw.nl, tom.vreugdenhil@dans.knaw.nl, peter.doorn@dans.knaw.nl)",,"Meroño-Peñuela, Albert (Vrije Universiteit Amsterdam); Ashkpour, Ashkan (International Institute of Social History); Gilissen, Valentijn (Data Archiving and Networked Services); Jonker, Jan (Data Archiving and Networked Services); Vreugdenhil, Tom (Data Archiving and Networked Services); Doorn, Peter (Data Archiving and Networked Services)",Vrije Universiteit Amsterdam; International Institute of Social History; Data Archiving and Networked Services,grid.12380.38; grid.450142.6; grid.500519.8,Amsterdam; Amsterdam; The Hague,Noord-Holland; ; ,Netherlands; Netherlands; Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/3/1/article-p13_13.pdf,https://app.dimensions.ai/details/publication/pub.1105955412,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,B11 Computer Science and Informatics,
100,pub.1101640856,10.1163/24523666-01000009,,,"An Introduction to the African Commodity Trade Database, 1730–2010","Related data set “African Commodity Trade Database” with url https://doi.org/10.17026/dans-xt9-fzkw in repository “dans”. The African Commodity Trade Database (actd) aims to stimulate and deepen research on African and global economic history. The database provides export and import series at product level for more than two and a half centuries of African trade (1730–2010). This article introduces potential users to some of the major questions that can be explored with African commodity trade data, as well as the sources, structure and limitations of the dataset. The current version of the actd is downloadable from the data repository of the African Economic History Network (www.aehnetwork.org/data-research) and will be regularly updated with new data.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2018,2018-03-15,,3,1,0-0,All OA; Gold,Article,"Frankema, Ewout; Woltjer, Pieter; Dalrymple-Smith, Angus; Bulambo, Leandre","Frankema, Ewout (); Woltjer, Pieter (Wageningen University, The, Netherlands, ewout.frankema@wur.nl, p.j.woltjer@rug.nl, angus.dalrypmple-smith@wur.nl, leandre.bulambo@wur.nl); Dalrymple-Smith, Angus (Wageningen University, The, Netherlands, ewout.frankema@wur.nl, p.j.woltjer@rug.nl, angus.dalrypmple-smith@wur.nl, leandre.bulambo@wur.nl); Bulambo, Leandre (Wageningen University, The, Netherlands, ewout.frankema@wur.nl, p.j.woltjer@rug.nl, angus.dalrypmple-smith@wur.nl, leandre.bulambo@wur.nl)",,"Frankema, Ewout (); Woltjer, Pieter (Wageningen University & Research); Dalrymple-Smith, Angus (Wageningen University & Research); Bulambo, Leandre (Wageningen University & Research)",Wageningen University & Research,grid.4818.5,Wageningen,,Netherlands,,,,,,0,0,,0.0,2,https://brill.com/downloadpdf/journals/rdj/3/1/article-p1_1.pdf,https://app.dimensions.ai/details/publication/pub.1101640856,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,D28 History,
100,pub.1100990024,10.5334/johd.10,,,A Diachronic Comparison of the Vai Script of Liberia (1834–2005),"This dataset provides the first comprehensive diachronic comparison of the Vai script of Liberia, as derived from sixteen sources dated between 1834 and 2005. The Vai syllabary was invented by non-literate speakers of a Mande language and is of interest to scholars in the fields of writing and cultural transmission as an emergent writing system. Script samples that entered the dataset were retrieved from a wide variety of published manuscripts. The compiled dataset tracks the evolution of the Vai script via archival records and has reuse potential across various fields of research.",,Journal of Open Humanities Data,,Ubiquity Press,,2018,,2018,4,0,,All OA; Gold,Article,"Tykhostup, Olena; Kelly, Piers","Tykhostup, Olena (Friedrich Schiller University, Jena); Kelly, Piers (The Mint research group, Max Planck Institute for the Science of Human History, Jena)",,"Tykhostup, Olena (Friedrich Schiller University Jena); Kelly, Piers (Max Planck Institute for the Science of Human History)",Max Planck Institute for the Science of Human History; Friedrich Schiller University Jena,grid.469873.7; grid.9613.d,Jena; Jena,; Thüringen,Germany; Germany,,,,,,0,0,,0.0,13,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.10/galley/17/download/,https://app.dimensions.ai/details/publication/pub.1100990024,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,D27 English Language and Literature,
100,pub.1100461093,10.5334/johd.7,,,"Early African-American Film Database, 1909–1930","This dataset covers silent “race films”: films created before the year 1930 featuring African-Americans for primarily African-American audiences. The data was collected through research utilizing a wide variety of primary and secondary sources. It contains records on films, actors, production companies, and other key components of the early race film industry. The data is primarily stored on the research data repository site Zenodo and additionally within a relational database on Airtable. Reuse potential of the data includes pedagogical purposes, social network analysis and as a support for the extant study of silent era and race films. The data will also enable further research in film studies, African-American history, the history of film exhibition, and the digital humanities.",,Journal of Open Humanities Data,,Ubiquity Press,,2018,,2018,4,0,,All OA; Gold,Article,"Cifor, Marika; Girma, Hanna; Norman, Shanya; Posner, Miriam","Cifor, Marika (Gender, Sexuality and Women’s Studies Program, Bowdoin College); Girma, Hanna (Digital Humanities Program, UCLA); Norman, Shanya (Digital Humanities Program, UCLA); Posner, Miriam (Department of Information Studies and Digital Humanities Program, UCLA)",,"Cifor, Marika (); Girma, Hanna (); Norman, Shanya (); Posner, Miriam ()",,,,,,,,,,,0,0,,0.0,37,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.7/galley/15/download/,https://app.dimensions.ai/details/publication/pub.1100461093,"1902 Film, Television and Digital Media; 2103 Historical Studies; 19 Studies in Creative Arts and Writing; 21 History and Archaeology",,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
100,pub.1091809943,10.1163/24523666-01000008,,,Data van Dagboeken (Data from Diaries),"Related data set “kdp Data van Dagboeken” with doi http://dx.doi.org/10.17026/dans-xcn-hy2q in repository “dans”. Since 2014, the Nederlands Dagboekarchief (Dutch Diary Archive) is a part of the Meertens Institute. In the dans-financed project ‘Data from Diaries’ (2016), the paper metadata from the collection of ego documents have been made digitally accessible for researchers in a sustainable way. To this end, the Meertens Institute created a relational database in which the metadata can be stored. The database has been deposited at dans. Additionally, cmdi-metadata have been created, which enable technical and content-level interchange between different European diary archives. Gerelateerd aan de dataset “kdp Data van Dagboeken” met doi http://dx.doi.org/10.17026/dans-xcn-hy2q gedeponeerd bij “dans”. Sinds 2014 is het Nederlands Dagboekarchief onderdeel van het Meertens Instituut. In het door dans gefinancierde project ‘Data van Dagboeken’ (2016) is de papieren metadatering van de collectie egodocumenten voor onderzoekers digitaal duurzaam toegankelijk gemaakt. Hiertoe is door het Meertens Instituut een relationele database gecreëerd, waarin de metadata worden opgenomen. De database is gedeponeerd bij dans. Tevens is er cmdi-metadata gecreëerd, om technische en inhoudelijke samenwerking tussen verschillende Europese dagboekarchieven mogelijk te maken.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2017,2017-09-12,,2,1,0-0,All OA; Gold,Article,"Zeldenrust, Douwe A.; Wijsbek, Nina A.; Windhouwer, Menzo A.","Zeldenrust, Douwe A. (Meertens Instituut, Amsterdam, the, Nederlands, douwe.zeldenrust@meertens.knaw.nl); Wijsbek, Nina A. (Meertens Instituut / Nederlands Dagboekarchief, Amsterdam, the, Netherlands, nina.wijsbek@meertens.knaw.nl); Windhouwer, Menzo A. (Meertens Instituut, Amsterdam, the, Netherlands, menzo.windhouwer@meertens.knaw.nl)",,"Zeldenrust, Douwe A. (Meertens Institute); Wijsbek, Nina A. (Meertens Institute); Windhouwer, Menzo A. (Meertens Institute)",Meertens Institute,grid.450081.8,Amsterdam,,Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/2/1/article-p41_41.pdf,https://app.dimensions.ai/details/publication/pub.1091809943,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,A05 Biological Sciences,
100,pub.1091451179,10.1163/24523666-01000007,,,The 2015 Qualitative Election Study of Britain,"Related data set “Qualitative Election Study of Britain, 2015” with doi http://dx.doi.org/10.5255/UKDA-SN-8117-1 in repository “uk Data Service”. The Qualitative Election Study of Britain (qesb) is the first (and only) qualitative longitudinal dataset to investigate political attitudes and voting behaviour over multiple elections and referendums in the United Kingdom. During the 2015 uk general election over 90 voters participated in 23 focus groups across England, Scotland, and Wales before and after polling day. These participants represented a range of political party supporters and independent voters, age groups, and economic backgrounds. They discussed a range of political issues including their vote choice in the election, their impressions of the major party leaders, why they would consider voting (or never voting) for a political party, and their expectations for the country moving forward. Special focus groups were also held around the three leaders’ debates. The 2015 qesb also brought back participants who had participated in the 2010 qesb focus groups and the 2014 Scottish referendum focus groups. The 2015 qesb has created a unique panel of participants whose political opinions can be tracked across multiple elections. The project also includes questions that were asked in prior election focus groups and has replicated, with some modifications, the research design of the previous wave of the study.","Version 1.0 of the data was funded by British Academy and Leverhulme Small Grant sg142740 and supported by gesis, Carnegie Corporation, and University of Dundee.",Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2017,2017-08-21,,2,1,0-0,All OA; Gold,Article,"Winters, Kristi; Carvalho, Edzia; Oliver, Thom","Winters, Kristi (GESIS, Cologne, Germany, kristi.winters@gesis.org); Carvalho, Edzia (University of Dundee, UK, e.carvalho@dundee.ac.uk); Oliver, Thom (University of the West of England, Bristol, UK, thom.oliver@uwe.ac.uk)",,"Winters, Kristi (Leibniz Institute for the Social Sciences); Carvalho, Edzia (University of Dundee); Oliver, Thom (University of the West of England)",University of the West of England; Leibniz Institute for the Social Sciences; University of Dundee,grid.6518.a; grid.425053.5; grid.8241.f,Bristol; Mannheim; Dundee,South Gloucestershire; ; ,United Kingdom; Germany; United Kingdom,British Academy; Leverhulme Trust,,United Kingdom; United Kingdom,,,1,1,,0.69,5,https://brill.com/downloadpdf/journals/rdj/2/1/article-p23_23.pdf,https://app.dimensions.ai/details/publication/pub.1091451179,1606 Political Science; 16 Studies in Human Society,,Generic health relevance,,,,,,C19 Politics and International Studies,
100,pub.1091451178,10.1163/24523666-01000006,,,Exploring the Value of Understanding Society for Neighbourhood Effects Analyses,"Related data set “Understanding Society: Waves 1-6, 2009-2015” with doi http://dx.doi.org/10.5255/UKDA-SN-6614-7 in repository “uk Data Service”. Understanding Society is a large representative household panel study for the uk. The study follows the same 40,000 households over time, beginning in 2009 and providing a detailed picture of how people’s lives are changing. One of the many innovative features of Understanding Society is that a great deal of information about neighbourhoods can be used alongside the individual and household-level information collected in the study, making it a useful study for neighbourhood effects analyses. In this paper we explore four Understanding Society data products, based on four different types of rural-urban neighbourhood classifications, to throw light on how much heterogeneity in neighbourhood contexts is captured in the first waves of Understanding Society, including change in neighbourhood contexts.","The work was supported by the Economic and Social Research Council (esrc) through Understanding Society [grant number es/K005146/1] at the University of Essex. Understanding Society is an initiative funded by the Economic and Social Research Council and various Government Departments, with scientific leadership by the Institute for Social and Economic Research, University of Essex, and survey delivery by the National Centre for Social Research and tns bmrb. Figure 1 was designed by Ricardo Pinto. Infographics have been compiled by Simon Parker of the uk Data Service.",Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2017,2017-08-21,,2,1,0-0,All OA; Gold,Article,"Knies, Gundi","Knies, Gundi (Institute for Social and Economic Research (ISER), University of Essex, Colchester, UK, gknies@essex.ac.uk)",,"Knies, Gundi (University of Essex)",University of Essex,grid.8356.8,Colchester,Essex,United Kingdom,Economic and Social Research Council,cOAlition S; ICRP - International Cancer Research Partnership; UKRI - UK Research and Innovation,United Kingdom,grant.2778574; grant.2781751,ES/H029745/1; ES/K005146/1,1,1,,0.54,3,https://brill.com/downloadpdf/journals/rdj/2/1/article-p1_1.pdf,https://app.dimensions.ai/details/publication/pub.1091451178,1608 Sociology; 16 Studies in Human Society,,Generic health relevance,2.4 Surveillance and distribution,Population & Society,,,,"C13 Architecture, Built Environment and Planning",
100,pub.1084657682,10.5334/johd.8,,,"Scissors and Paste: The Georgian Reprints, 1800–1837","This dataset, part of the Scissors and Paste Project (https://osf.io/nm2rq), describes instances of reprinting and text reuse (scissors-and-paste journalism) in British newspapers between 1800–1837. It was derived from the 19th-Century British Library Newspapers, Part 1 digitised newspaper collection by using plagiarism detection software to identify instances of substantially similar text. It contains a series of manifests that describe a) instances of shared content b) the likely directionality of copying and c) which instances are evolutionary dead-ends and have no known reprints. It is comprised of 1,824 TSV files, divided into four directories, each representing one month between January 1800 and December 1837.",,Journal of Open Humanities Data,,Ubiquity Press,,2017,,2017-04-05,3,0,,All OA; Gold,Article,"Beals, M.","Beals, M. (Loughborough University)",,"Beals, M. (Loughborough University)",Loughborough University,grid.6571.5,Loughborough,England,United Kingdom,,,,,,2,2,,4.66,3,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.8/galley/11/download/,https://app.dimensions.ai/details/publication/pub.1084657682,2103 Historical Studies; 21 History and Archaeology,,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
